@relation classification_train-weka.filters.unsupervised.attribute.NumericToNominal-Rlast

@attribute Attribute_1 numeric
@attribute Attribute_2 numeric
@attribute Attribute_3 numeric
@attribute Attribute_4 numeric
@attribute Attribute_5 numeric
@attribute Attribute_6 numeric
@attribute Attribute_7 numeric
@attribute Attribute_8 numeric
@attribute Attribute_9 numeric
@attribute Attribute_10 numeric
@attribute Attribute_11 numeric
@attribute Attribute_12 numeric
@attribute Attribute_13 numeric
@attribute Attribute_14 numeric
@attribute Class {0,1,2,3,4}

@data
0.762909,0.8442,0.997494,0.00527,0.001101,0.812118,415.085633,316.672733,0.745102,0.987401,242.199547,1.713817,0.582031,79766,3
0.755555,0.85154,0.99298,0.007033,0.001414,0.818224,317.137942,239.615242,0.807442,0.989924,182.322518,1.739434,0.570864,45553,0
0.819536,0.913037,0.996182,0.006426,0.001788,0.738537,295.009423,241.770871,0.76653,0.989162,198.899309,1.48321,0.671639,46412,0
0.708028,0.796931,0.990141,0.006497,0.001007,0.862361,390.952196,276.805002,0.640437,0.988534,197.937017,1.975134,0.501303,60876,1
0.695201,0.783809,0.99381,0.006976,0.001005,0.873784,377.627461,262.527059,0.593505,0.985364,183.645932,2.05628,0.483305,54934,1
0.806024,0.897495,0.992366,0.006911,0.001799,0.755913,283.589085,228.579653,0.780939,0.985376,185.658012,1.527481,0.649675,41645,0
0.7853,0.797631,0.994185,0.005591,0.001312,0.784362,369.252115,289.973688,0.722617,0.981438,229.048329,1.612114,0.616696,67289,3
0.799618,0.885558,0.995387,0.006386,0.00161,0.766409,311.847709,249.359031,0.801984,0.988083,200.316108,1.556778,0.639389,49425,0
0.812258,0.899712,0.995711,0.006824,0.001832,0.748969,282.811624,229.71594,0.716917,0.984722,187.392288,1.509196,0.659763,42088,0
0.8696,0.926976,0.997716,0.005645,0.001991,0.652331,298.244113,259.352987,0.746805,0.989159,226.049516,1.319375,0.756204,53408,4
0.838619,0.794346,0.997387,0.005434,0.001658,0.709084,333.137977,279.375835,0.788083,0.981397,234.903625,1.41819,0.703282,62463,3
0.824359,0.796545,0.993143,0.005092,0.001451,0.729238,367.936296,303.311594,0.710109,0.981192,251.764055,1.461433,0.679568,73640,3
0.913657,0.967728,0.999311,0.006059,0.002604,0.549726,251.730801,229.995674,0.778715,0.991717,210.282044,1.19711,0.83477,41893,4
0.732814,0.842932,0.992992,0.006529,0.001161,0.841148,363.129438,266.106164,0.806695,0.991673,196.382352,1.849094,0.537016,56083,1
0.770308,0.884601,0.994743,0.005499,0.001194,0.802606,390.179076,300.557935,0.823227,0.992155,232.745575,1.676419,0.593374,71510,2
0.766148,0.833823,0.996824,0.005237,0.001113,0.808241,414.225076,317.357518,0.683871,0.98738,243.917274,1.69822,0.586982,80113,3
0.82045,0.859608,0.997133,0.005477,0.001531,0.73775,345.344218,283.337784,0.813469,0.987224,233.132945,1.481319,0.673139,63868,3
0.80073,0.904254,0.998156,0.006777,0.001718,0.76641,293.036702,234.643185,0.780682,0.988886,188.232793,1.556778,0.641168,43728,0
0.810639,0.906966,0.991992,0.006617,0.001763,0.749115,292.828796,237.378367,0.79663,0.986404,193.981459,1.509571,0.657135,44866,0
0.848452,0.929161,0.997049,0.006098,0.001949,0.691891,290.039905,246.084984,0.733981,0.992032,209.409352,1.385038,0.719871,47944,4
0.803345,0.823015,0.993653,0.006283,0.001614,0.760374,313.999692,252.250166,0.714797,0.98572,203.938286,1.53968,0.645364,50699,3
0.839823,0.934163,0.998218,0.006633,0.002035,0.70765,272.169193,228.574083,0.7805,0.990513,192.304624,1.415302,0.705304,41427,4
0.774667,0.861802,0.992602,0.006463,0.001436,0.796543,328.26202,254.293708,0.762296,0.988151,198.461104,1.654037,0.600109,51397,0
0.949719,0.968227,0.997541,0.006232,0.003127,0.427131,226.519848,215.130156,0.740879,0.991923,204.816876,1.105963,0.901966,36645,4
0.917259,0.968741,0.999036,0.006501,0.002839,0.539202,232.787123,213.526192,0.76515,0.992104,196.047827,1.1874,0.841365,36094,4
0.790308,0.875207,0.992865,0.006779,0.001631,0.777345,300.711318,237.65444,0.80362,0.989825,189.169844,1.589637,0.624586,44815,0
0.710484,0.796221,0.985578,0.007384,0.001161,0.858882,341.614666,242.71171,0.685224,0.98386,174.96607,1.952462,0.504787,47026,1
0.732325,0.756533,0.991808,0.005535,0.000982,0.841196,428.923013,314.111252,0.73628,0.982591,231.931769,1.84935,0.536301,78865,3
0.736045,0.842992,0.996765,0.005649,0.001023,0.839396,416.041923,306.225558,0.820521,0.990638,226.127333,1.839857,0.541762,74346,2
0.798337,0.875066,0.996584,0.006922,0.001734,0.768769,288.619874,230.416021,0.740245,0.986515,184.580215,1.563656,0.637342,42268,0
0.721189,0.784795,0.994902,0.006334,0.001057,0.852469,386.499837,278.739347,0.655432,0.984083,202.053797,1.912856,0.520113,62009,1
0.79194,0.855418,0.99388,0.006734,0.001634,0.775759,301.458467,238.736874,0.708964,0.986426,190.229283,1.584711,0.627168,45380,0
0.705119,0.814859,0.996744,0.005537,0.000844,0.866707,462.480246,326.103531,0.700453,0.993257,230.692904,2.004744,0.497193,84089,2
0.738305,0.809493,0.985763,0.005942,0.001089,0.833204,393.080213,290.212892,0.72313,0.969074,217.360058,1.808429,0.545094,68260,2
0.928855,0.965362,0.998205,0.005839,0.002681,0.502938,252.755722,234.77338,0.784395,0.992548,218.46247,1.156975,0.862771,43615,4
0.703998,0.82343,0.995589,0.007013,0.001063,0.867287,366.333973,257.898211,0.772523,0.989825,182.364174,2.008805,0.495613,52775,1
0.936914,0.944658,0.998562,0.006625,0.003149,0.47669,218.951371,205.138588,0.777927,0.98887,192.473942,1.137564,0.877808,33423,4
0.810111,0.874943,0.993136,0.006892,0.001831,0.750548,281.500925,228.047077,0.804606,0.989702,186.020376,1.51328,0.65628,41270,0
0.769047,0.86648,0.991854,0.006818,0.001471,0.802769,315.764315,242.837579,0.67487,0.989679,188.287318,1.677034,0.591433,46798,0
0.806701,0.830881,0.996523,0.004944,0.001292,0.757326,395.710111,319.219643,0.80065,0.984815,258.413187,1.531308,0.650766,81267,3
0.882491,0.943768,0.999559,0.006438,0.002409,0.626859,253.948986,224.107579,0.772633,0.990359,197.85999,1.283478,0.77879,39830,4
0.810382,0.88455,0.991054,0.006239,0.00166,0.748932,310.73701,251.815704,0.71305,0.990277,205.908967,1.509099,0.656719,50292,0
0.763816,0.846561,0.991909,0.005276,0.001108,0.808734,413.649435,315.952212,0.695383,0.989899,243.297964,1.700176,0.583415,79203,2
0.781401,0.883317,0.994307,0.006724,0.001546,0.789241,310.130516,242.336338,0.73563,0.988428,190.446025,1.628443,0.610588,46664,0
0.711654,0.816448,0.989923,0.007245,0.001146,0.859219,346.99757,246.942371,0.675039,0.983107,177.526661,1.954622,0.506452,48717,1
0.654605,0.723585,0.994861,0.007104,0.000805,0.902485,418.233688,273.7779,0.585965,0.982362,180.142106,2.321688,0.428508,59926,1
0.68239,0.805262,0.993749,0.007402,0.00099,0.883419,369.379652,252.060813,0.78527,0.98953,173.085695,2.134085,0.465655,50428,1
0.721274,0.839536,0.996304,0.00784,0.001309,0.852844,312.168513,225.159008,0.628673,0.98777,163.003819,1.915099,0.520236,40310,1
0.792083,0.862307,0.991693,0.006945,0.001686,0.774437,292.224884,231.466297,0.697272,0.980268,184.876321,1.580651,0.627395,42926,0
0.711643,0.780084,0.996343,0.00775,0.001226,0.861184,324.393372,230.852148,0.631789,0.986263,164.887165,1.967366,0.506435,42439,1
0.877583,0.946661,0.993312,0.006065,0.002219,0.631548,272.588625,239.219045,0.786852,0.992492,211.348057,1.289762,0.770151,45285,4
0.779783,0.83662,0.997349,0.005412,0.001234,0.792649,386.912732,301.707996,0.766813,0.987036,235.892116,1.640211,0.608062,72432,3
0.766906,0.846321,0.995858,0.006425,0.001371,0.806971,336.959421,258.416075,0.78919,0.988056,199.005113,1.69322,0.588144,53082,2
0.689792,0.813245,0.994487,0.006236,0.000871,0.878115,429.094993,295.986137,0.800994,0.992442,205.300528,2.090082,0.475813,69331,1
0.691692,0.808054,0.997814,0.007041,0.000994,0.877549,377.95875,261.43111,0.604473,0.989694,181.226069,2.085565,0.478438,54238,1
0.854755,0.941772,0.998756,0.006005,0.001977,0.681823,290.207227,248.056138,0.771504,0.991201,212.291467,1.367023,0.730606,48756,4
0.704309,0.79652,0.995768,0.006756,0.001025,0.867085,379.912334,267.575795,0.650879,0.989338,189.257075,2.007388,0.496052,56838,1
0.906886,0.94155,0.997912,0.006792,0.002834,0.566352,227.936177,206.712165,0.739859,0.990058,187.856592,1.213352,0.822443,33897,4
0.810249,0.752094,0.99708,0.00555,0.001476,0.752645,349.422948,283.119755,0.734349,0.978611,230.069505,1.518771,0.656504,64331,3
0.875792,0.938442,0.999241,0.006165,0.002237,0.640936,269.243775,235.80155,0.768703,0.991216,206.669961,1.302772,0.767012,44057,4
0.900164,0.934588,0.998765,0.006447,0.002611,0.584633,243.745454,219.411001,0.781521,0.989221,197.75015,1.232593,0.810296,38222,4
0.864643,0.929913,0.998712,0.006868,0.002368,0.663054,247.968258,214.403919,0.755946,0.990345,185.621902,1.335878,0.747607,36456,4
0.856313,0.941936,0.999093,0.006252,0.002074,0.679216,277.71352,237.809758,0.746554,0.990721,203.824527,1.362513,0.733272,44833,4
0.865986,0.777636,0.986889,0.005091,0.001766,0.650047,333.483925,288.79233,0.768093,0.9762,253.412475,1.315973,0.749931,67100,3
0.825844,0.916776,0.996535,0.006503,0.001866,0.729117,287.066862,237.072436,0.714897,0.989864,196.465522,1.461156,0.682018,44594,0
0.808906,0.889431,0.995663,0.006234,0.001646,0.753735,312.149927,252.499895,0.693162,0.98633,205.138365,1.521656,0.654329,50768,0
0.871256,0.951914,0.998025,0.006722,0.002389,0.649233,249.514427,217.390966,0.750051,0.991664,189.777977,1.31477,0.759087,37429,4
0.89747,0.921692,0.997894,0.005902,0.002362,0.590344,267.820317,240.360655,0.729373,0.98485,216.171626,1.238924,0.805452,46073,4
0.780118,0.893521,0.994165,0.007217,0.001649,0.790737,289.891054,226.149256,0.808209,0.987438,177.458563,1.63357,0.608584,40679,0
0.896839,0.932304,0.997716,0.006168,0.002461,0.591697,256.667538,230.18935,0.774785,0.988856,206.915193,1.240448,0.804319,42085,4
0.88378,0.86649,0.996865,0.006361,0.002394,0.621362,256.264165,226.481188,0.758882,0.978528,200.789112,1.276285,0.781067,41170,4
0.892346,0.938398,0.997912,0.005732,0.002242,0.602727,278.975367,248.94254,0.740026,0.986542,222.607603,1.253216,0.796281,49337,4
0.832447,0.784551,0.994647,0.005359,0.001587,0.717365,342.884441,285.433096,0.815238,0.979323,238.886733,1.435343,0.692968,65339,3
0.782576,0.699402,0.996839,0.005897,0.001364,0.78902,352.558868,275.904282,0.6941,0.977151,216.600881,1.627689,0.612426,61185,3
0.853186,0.9256,0.998858,0.006327,0.002068,0.684771,276.475778,235.885229,0.74329,0.989965,201.484056,1.372197,0.727926,44144,4
0.732214,0.83478,0.98893,0.005549,0.000984,0.840289,427.979782,313.372653,0.792324,0.981098,232.024331,1.844547,0.536137,78614,2
0.94989,0.956169,0.999464,0.005544,0.002784,0.430113,254.552753,241.797201,0.779543,0.990167,229.803929,1.107695,0.902292,46375,4
0.800322,0.898893,0.994492,0.006985,0.001768,0.764973,284.581281,227.756564,0.785081,0.987302,183.288151,1.552644,0.640515,41265,0
0.793842,0.870869,0.994616,0.006727,0.001648,0.773664,300.346173,238.427346,0.686797,0.986347,190.298243,1.578292,0.630185,45266,0
0.893401,0.972408,0.998779,0.00624,0.002452,0.601143,255.622513,228.373462,0.782913,0.993331,204.278508,1.251343,0.798166,41237,4
0.792012,0.813271,0.996933,0.004861,0.00118,0.777232,417.53642,330.694035,0.714654,0.985113,262.719645,1.589285,0.627284,87188,3
0.756451,0.830806,0.989948,0.005031,0.001016,0.816017,442.278718,334.562044,0.780287,0.976583,255.649356,1.730021,0.572218,90019,2
0.816142,0.905027,0.996347,0.006344,0.001736,0.743685,301.322458,245.921949,0.809293,0.991504,201.443089,1.495819,0.666088,47906,0
0.781155,0.867181,0.996835,0.006497,0.001492,0.790749,321.176744,250.888707,0.799757,0.987062,196.605109,1.633613,0.610203,50085,0
0.774048,0.836328,0.99148,0.005304,0.001175,0.796758,400.635961,310.111361,0.802343,0.98331,242.103777,1.654811,0.59915,76813,2
0.924239,0.939493,0.997969,0.005784,0.002603,0.517047,257.699753,238.176226,0.774852,0.990023,220.579862,1.168283,0.854218,45003,4
0.778251,0.868955,0.994772,0.00653,0.001478,0.793279,321.90517,250.523047,0.694933,0.988985,195.994457,1.64242,0.605675,49842,0
0.805276,0.91523,0.997428,0.00645,0.001673,0.759813,304.390152,245.118137,0.81064,0.991449,197.896862,1.538125,0.64847,47596,0
0.761236,0.856642,0.996544,0.006513,0.001349,0.813554,337.372065,256.819693,0.792989,0.989154,196.178329,1.719721,0.57948,52370,0
0.770867,0.888906,0.997459,0.006707,0.001461,0.80317,319.479869,246.276347,0.788558,0.988935,190.329895,1.678559,0.594235,48169,0
0.816705,0.791914,0.992116,0.005097,0.001399,0.740271,374.544778,305.892749,0.805246,0.981503,251.809553,1.487413,0.667008,74875,3
0.69846,0.824479,0.997486,0.006551,0.000962,0.872241,398.412609,278.275324,0.793609,0.990699,194.854128,2.044671,0.487847,61390,1
0.81586,0.857549,0.995625,0.005203,0.001422,0.743666,367.611946,299.919702,0.770997,0.988194,245.767534,1.495771,0.665627,71492,3
0.80005,0.899961,0.996525,0.005991,0.001514,0.766443,332.046268,265.653625,0.814911,0.990599,213.277395,1.556875,0.64008,55953,0
0.744899,0.848226,0.997534,0.007154,0.001359,0.831018,320.731947,238.912806,0.658877,0.98969,178.405838,1.797766,0.554874,45297,0
0.808346,0.868145,0.995697,0.006112,0.00161,0.754546,318.79985,257.700656,0.697766,0.988197,209.211491,1.523816,0.653424,52781,0
0.830318,0.886422,0.995258,0.006598,0.001935,0.721214,279.895663,232.402284,0.703098,0.987844,193.887199,1.443601,0.689427,42942,0
0.794462,0.901618,0.998372,0.006921,0.001701,0.774807,291.477922,231.568039,0.800319,0.990965,184.271862,1.581782,0.631169,42500,0
0.669758,0.757332,0.994198,0.006813,0.000846,0.892426,416.632635,279.042944,0.604448,0.987103,187.981796,2.216346,0.448575,61954,1
0.899625,0.974921,0.999362,0.006478,0.002617,0.586649,242.867206,218.489291,0.781772,0.992982,196.683832,1.23481,0.809324,37758,4
0.769122,0.804503,0.996316,0.005624,0.001214,0.80466,382.713735,294.353446,0.724059,0.98395,227.230696,1.684252,0.591548,69160,3
0.821092,0.909157,0.995607,0.006439,0.001805,0.73583,293.303456,240.829001,0.705904,0.986551,198.615169,1.476742,0.674191,46173,0
0.676099,0.793061,0.996763,0.007264,0.000936,0.888646,383.438451,259.242504,0.731587,0.990412,175.842829,2.180575,0.45711,53295,1
0.72368,0.836221,0.998242,0.00667,0.001128,0.851327,364.491525,263.775374,0.664591,0.988925,191.225306,1.906084,0.523713,55258,0
0.788208,0.88743,0.997742,0.006342,0.00151,0.782478,323.12409,254.688951,0.810158,0.989339,201.202177,1.605967,0.621272,51495,0
0.769972,0.854185,0.988575,0.005104,0.001106,0.800218,420.812371,324.013837,0.710042,0.976643,252.364805,1.667476,0.592857,84427,2
0.787994,0.898584,0.997228,0.006782,0.001613,0.782491,302.344412,238.245711,0.799986,0.989172,188.258201,1.606009,0.620935,45068,0
0.902772,0.939288,0.998481,0.006647,0.002724,0.577717,235.015308,212.165291,0.754364,0.989587,191.828255,1.225134,0.814998,35726,4
0.757534,0.856062,0.991736,0.005835,0.001185,0.815583,380.256456,288.057323,0.701386,0.985751,220.031684,1.72819,0.573858,66112,3
0.771667,0.876306,0.993084,0.00732,0.001601,0.800287,292.086469,225.393562,0.663011,0.988578,175.140088,1.667731,0.59547,40361,0
0.801437,0.878328,0.991459,0.006763,0.001721,0.761781,293.129879,234.925182,0.789401,0.986167,189.8997,1.543604,0.642302,43954,0
0.774463,0.849575,0.992428,0.007159,0.001589,0.796705,296.516688,229.641101,0.751279,0.984104,179.2054,1.654619,0.599792,42087,0
0.821975,0.920153,0.998512,0.00668,0.001881,0.736305,282.102503,231.881233,0.784653,0.99071,190.884573,1.47787,0.675643,42626,4
0.810384,0.905164,0.995632,0.00634,0.001687,0.751614,305.821287,247.832757,0.720021,0.985797,201.720819,1.516062,0.656723,48935,0
0.741182,0.80854,0.992064,0.006163,0.001147,0.832686,376.083334,278.746199,0.721796,0.983164,208.254372,1.805884,0.549351,62070,2
0.791472,0.855553,0.997639,0.006709,0.001624,0.778285,302.970984,239.793184,0.69926,0.985274,190.238807,1.592582,0.626429,45836,0
0.816073,0.907064,0.993948,0.006538,0.001789,0.742334,292.425923,238.640856,0.725609,0.983811,195.934147,1.49247,0.665975,45464,0
0.878871,0.925156,0.998951,0.006261,0.002304,0.634131,263.280083,231.389274,0.763453,0.987948,203.574931,1.293283,0.772415,42564,4
0.918471,0.925141,0.998562,0.006251,0.002744,0.535075,241.448024,221.763111,0.769928,0.987574,203.976416,1.183706,0.84359,39111,4
0.78551,0.893727,0.994199,0.006861,0.001611,0.784107,300.776336,236.262767,0.735587,0.988835,186.669668,1.611276,0.617026,44336,0
0.709074,0.827687,0.996235,0.006805,0.001061,0.863303,372.146327,263.879134,0.726861,0.990635,187.816831,1.981432,0.502785,55206,1
0.682013,0.789047,0.99167,0.007003,0.000935,0.883172,390.903088,266.600921,0.804633,0.989103,183.352648,2.131974,0.465142,56438,1
0.800474,0.894768,0.995156,0.006559,0.001661,0.765129,302.964144,242.514909,0.80299,0.986587,195.071777,1.553091,0.640759,46820,0
0.813649,0.900609,0.997397,0.006244,0.001688,0.747952,308.000585,250.604351,0.806597,0.990701,204.436171,1.506586,0.662025,49788,0
0.73553,0.79797,0.993724,0.006554,0.001183,0.838812,359.094872,264.125099,0.800079,0.984193,195.498927,1.836812,0.541005,55671,1
0.778778,0.865501,0.992113,0.005428,0.001232,0.791386,386.780097,301.215952,0.7967,0.983317,236.445305,1.635812,0.606496,72469,2
0.805692,0.904091,0.994798,0.006893,0.001792,0.757759,284.572226,229.277651,0.810184,0.988271,185.693264,1.532485,0.64914,41777,0
0.717658,0.821302,0.996922,0.007132,0.001167,0.856213,346.635671,248.766024,0.623416,0.989515,179.080223,1.935645,0.515034,49119,1
0.931402,0.924909,0.999237,0.006804,0.003159,0.496263,215.708907,200.911705,0.777111,0.987848,187.27245,1.151845,0.86751,32093,4
0.699652,0.81625,0.992903,0.007384,0.001091,0.870022,352.238278,246.444313,0.825277,0.989073,173.657825,2.028347,0.489513,48228,1
0.745127,0.83883,0.991477,0.005531,0.001052,0.828502,414.629376,308.95137,0.633285,0.990487,232.186791,1.785758,0.555214,75687,2
0.781638,0.867801,0.998277,0.005781,0.001331,0.790848,360.506342,281.785446,0.690528,0.989732,220.634377,1.633954,0.610958,63010,3
0.905718,0.964186,0.998955,0.006661,0.002765,0.570665,233.008683,211.040089,0.785291,0.991609,191.34276,1.217755,0.820325,35276,4
0.7412,0.834766,0.989799,0.005152,0.000959,0.831825,449.825864,333.410745,0.674227,0.982435,249.670737,1.801676,0.549377,88868,2
0.713955,0.814019,0.991183,0.007038,0.001128,0.857631,354.89738,253.380802,0.686826,0.984498,182.511791,1.944518,0.509732,51218,1
0.752942,0.845685,0.996775,0.005661,0.001122,0.822506,396.709102,298.698825,0.810938,0.991763,225.630572,1.758224,0.566921,70656,2
0.789051,0.898127,0.997426,0.006932,0.001658,0.781258,294.995394,232.766326,0.752086,0.990618,184.138433,1.602031,0.622601,42956,0
0.905243,0.96894,0.997247,0.006029,0.002497,0.569882,257.722897,233.301773,0.745301,0.992962,211.777814,1.216949,0.819464,43052,4
0.806631,0.892128,0.996541,0.006679,0.001744,0.757433,293.007417,236.348976,0.778511,0.987308,191.308197,1.531599,0.650654,44437,0
0.922501,0.956438,0.998869,0.006205,0.002772,0.523587,241.104806,222.419534,0.786932,0.991123,205.414585,1.173747,0.851009,39202,4
0.71599,0.793023,0.990836,0.006783,0.0011,0.855754,366.14774,262.158204,0.627272,0.982329,189.438667,1.932804,0.512642,54949,1
0.820924,0.907798,0.997737,0.006314,0.001769,0.737411,299.220154,245.637027,0.73285,0.98958,202.106707,1.480506,0.673916,47888,0
0.776491,0.866432,0.990747,0.004868,0.001092,0.793501,433.836279,336.869847,0.752745,0.987076,264.019184,1.6432,0.602938,90295,2
0.889314,0.966631,0.998946,0.005821,0.002246,0.610893,276.585378,245.97113,0.795706,0.992979,218.976221,1.263084,0.790879,47854,4
0.832009,0.914412,0.998029,0.006898,0.002039,0.720354,266.628867,221.837737,0.747197,0.987532,184.935613,1.441739,0.69224,39139,0
0.798757,0.898637,0.997877,0.005595,0.001405,0.768899,356.667299,284.890601,0.788562,0.991708,228.042499,1.564039,0.638013,64278,2
0.814549,0.900353,0.993628,0.006815,0.001851,0.74439,281.573457,229.355383,0.771608,0.982825,188.019324,1.497577,0.66349,42037,0
0.670723,0.775392,0.990192,0.007379,0.000921,0.890836,383.546264,257.253128,0.791102,0.987743,174.254617,2.201068,0.449869,52622,1
0.703051,0.782651,0.997708,0.007414,0.001117,0.868656,347.442755,244.269983,0.700703,0.985801,172.128791,2.018505,0.494281,47538,1
0.787832,0.893903,0.997571,0.006656,0.001582,0.782866,308.182015,242.795629,0.815468,0.989887,191.747847,1.607225,0.620679,46772,0
0.763943,0.750089,0.996833,0.006086,0.001279,0.810699,358.499459,273.873222,0.761209,0.979548,209.88839,1.708048,0.583609,60140,3
0.767843,0.871845,0.998387,0.006488,0.001391,0.807012,332.870477,255.592204,0.742303,0.988593,196.571736,1.693379,0.589583,51900,0
0.809976,0.752669,0.996416,0.005234,0.00139,0.75265,370.819164,300.354526,0.726697,0.979025,244.154889,1.518787,0.656061,72371,3
0.758433,0.863542,0.992545,0.006515,0.00133,0.814943,339.763908,257.688304,0.832477,0.986028,196.907291,1.725502,0.575221,52892,0
0.809947,0.791617,0.99706,0.005865,0.001557,0.753063,330.943285,268.046465,0.716571,0.984576,217.743578,1.519876,0.656014,57314,3
0.694021,0.821331,0.994557,0.008122,0.001162,0.874902,325.472314,225.884487,0.820768,0.988091,157.626388,2.064834,0.481665,40557,1
0.778639,0.877797,0.99162,0.006393,0.00145,0.79132,328.488525,255.773965,0.806078,0.988686,200.838672,1.635584,0.606279,51969,0
