@relation classification_train-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute Attribute_1 numeric
@attribute Attribute_2 numeric
@attribute Attribute_3 numeric
@attribute Attribute_4 numeric
@attribute Attribute_5 numeric
@attribute Attribute_6 numeric
@attribute Attribute_7 numeric
@attribute Attribute_8 numeric
@attribute Attribute_9 numeric
@attribute Attribute_10 numeric
@attribute Attribute_11 numeric
@attribute Attribute_12 numeric
@attribute Attribute_13 numeric
@attribute Attribute_14 numeric
@attribute Class {0,1,2,3,4}

@data
0.707845,0.384843,0.664462,0.172078,0.350903,0.484669,0.482252,0.582897,0.716875,0.613006,0.729249,0.177085,0.669135,0.520667,3
0.574386,0.797677,0.917618,0.524725,0.387004,0.645512,0.313894,0.273755,0.514137,0.906566,0.314655,0.294686,0.528627,0.21171,0
0.518073,0.716544,0.894733,0.457542,0.307581,0.69559,0.404872,0.365969,0.431302,0.830641,0.377796,0.343692,0.47134,0.296465,0
0.725366,0.901933,0.956723,0.579421,0.575812,0.483014,0.177689,0.156115,0.648114,0.945237,0.265967,0.17611,0.688078,0.11335,4
0.812519,0.812263,0.953285,0.374625,0.566065,0.363222,0.244086,0.29341,0.569307,0.798844,0.458123,0.114673,0.784005,0.232013,4
0.422362,0.728679,0.855418,0.703047,0.308664,0.770859,0.324138,0.208465,0.869762,0.854445,0.176277,0.434345,0.376696,0.157966,0
0.810421,0.84375,0.948613,0.441059,0.601805,0.365975,0.203634,0.232613,0.742379,0.88491,0.390732,0.115908,0.78166,0.177267,4
0.767004,0.648477,0.926279,0.489261,0.577617,0.426319,0.202171,0.210449,0.68177,0.663022,0.346132,0.144936,0.733553,0.164706,4
0.795483,0.861831,0.953757,0.332168,0.522744,0.388412,0.284546,0.344706,0.609907,0.835195,0.504979,0.12625,0.76503,0.276821,4
0.596339,0.40536,0.868068,0.239011,0.286282,0.621607,0.516349,0.562818,0.896551,0.680101,0.623497,0.273777,0.551282,0.496493,3
0.430534,0.15272,0.925596,0.373377,0.205776,0.767366,0.551439,0.505862,0.434877,0.633438,0.461248,0.429582,0.384645,0.439467,3
0.665289,0.823859,0.978584,0.480769,0.459928,0.555304,0.27548,0.266659,0.622347,0.908735,0.351192,0.222627,0.623608,0.205532,4
0.263098,0.554392,0.718027,0.286464,0.068592,0.871657,0.824996,0.729819,0.809222,0.718236,0.573536,0.605241,0.226808,0.678729,2
0.986798,0.914558,0.994489,0.285215,0.718412,0.037283,0.195963,0.301996,0.760512,0.913075,0.557371,0.008375,0.984361,0.236159,4
0.489534,0.744618,0.864,0.645105,0.351625,0.71845,0.304879,0.218072,0.781618,0.851523,0.218719,0.368793,0.44276,0.16601,0
0.46799,0.661469,0.867255,0.580669,0.308303,0.736129,0.362059,0.281854,0.407045,0.831006,0.269755,0.389569,0.421387,0.220935,0
0.798991,0.96274,0.976511,0.459041,0.598556,0.385189,0.199843,0.221759,0.773356,0.981051,0.371536,0.124733,0.76893,0.165626,4
0.461906,0.490574,0.928063,0.114635,0.13935,0.743387,0.787117,0.833353,0.513211,0.804494,0.797009,0.398473,0.415385,0.796431,3
0.343677,0.542601,0.744745,0.157093,0.080144,0.822283,0.876859,0.856473,0.763348,0.621235,0.745535,0.512473,0.301457,0.835294,2
0.54213,0.762818,0.912684,0.485015,0.340072,0.675147,0.3656,0.326651,0.873893,0.9418,0.350893,0.322764,0.495669,0.257176,0
0.42581,0.650527,0.925491,0.523227,0.251986,0.770883,0.437613,0.356338,0.83755,0.846367,0.315671,0.43438,0.380046,0.287089,0
0.402182,0.558985,0.784951,0.225275,0.137545,0.783107,0.725818,0.710326,0.847406,0.765759,0.646918,0.451551,0.357178,0.654005,2
0.901517,0.86508,0.955253,0.345155,0.653069,0.214123,0.207378,0.280353,0.742634,0.909982,0.490216,0.057452,0.884899,0.217324,4
0.416155,0.65579,0.871349,0.531469,0.246931,0.77603,0.440255,0.354153,0.438052,0.887681,0.311225,0.441514,0.370678,0.283753,0
0.506004,0.79309,0.941055,0.511489,0.317329,0.707954,0.376727,0.321846,0.879027,0.940618,0.325076,0.357033,0.459218,0.252921,0
0.359586,0.619257,0.917854,0.527223,0.200361,0.817273,0.496355,0.391789,0.811757,0.891312,0.312564,0.504129,0.316482,0.318457,0
0.391606,0.714986,0.941868,0.575674,0.240794,0.79615,0.431459,0.328769,0.794869,0.886607,0.269985,0.470787,0.347009,0.260787,0
0.544002,0.427207,0.801643,0.173576,0.218412,0.668202,0.631183,0.68511,0.85847,0.726937,0.71758,0.315955,0.497572,0.627401,3
0.150877,0.523828,0.942577,0.536713,0.06065,0.936653,0.717753,0.520034,0.814119,0.924505,0.302923,0.767346,0.126899,0.442282,1
0.541193,0.621948,0.893735,0.20005,0.226715,0.675108,0.606037,0.649408,0.727942,0.870687,0.673592,0.322725,0.494715,0.58096,3
0.48863,0.747787,0.917356,0.396853,0.259928,0.721441,0.477038,0.444592,0.895304,0.922356,0.437051,0.372221,0.44186,0.367644,0
0.305271,0.594287,0.943836,0.687313,0.203971,0.852798,0.436,0.284756,0.300638,0.902827,0.183174,0.567348,0.265573,0.22136,0
0.516211,0.653387,0.895625,0.427073,0.294585,0.69724,0.428992,0.397055,0.448849,0.870752,0.40745,0.345442,0.469468,0.324099,0
0.589261,0.707616,0.884104,0.548452,0.411913,0.629436,0.287884,0.245841,0.46917,0.863168,0.295884,0.280466,0.543956,0.189032,0
0.470051,0.752703,0.965829,0.629121,0.327437,0.738454,0.329894,0.240854,0.839692,0.93022,0.225881,0.392396,0.423423,0.182964,0
0.055452,0.3246,0.856284,0.602148,0.018773,0.977713,0.783839,0.524623,0.093201,0.847248,0.25289,0.906407,0.045647,0.450024,1
0.819683,0.970196,0.991812,0.518482,0.658123,0.355706,0.153579,0.16268,0.769007,0.973553,0.316244,0.111341,0.792016,0.117867,4
0.385804,0.464559,0.91187,0.305195,0.151625,0.799181,0.660812,0.616137,0.549055,0.779508,0.538637,0.475399,0.34145,0.548946,3
0.558587,0.775072,0.893263,0.508741,0.364982,0.659168,0.336515,0.296209,0.479864,0.835389,0.330305,0.307311,0.512433,0.233386,0
0.076534,0.43061,0.923602,0.714785,0.051264,0.970024,0.663441,0.406271,0.577745,0.918339,0.164514,0.877431,0.063305,0.331155,1
0.234725,0.558667,0.962418,0.566434,0.120578,0.89411,0.594719,0.433365,0.322414,0.886392,0.276504,0.655088,0.201103,0.358103,0
0.449259,0.710607,0.949295,0.484515,0.258484,0.754059,0.444676,0.379053,0.87719,0.895286,0.349139,0.411986,0.402947,0.306445,0
0.38863,0.611967,0.708711,0.175325,0.112635,0.790145,0.798999,0.793424,0.495634,0.622524,0.721622,0.46181,0.344158,0.758528,2
0.448547,0.743701,0.935806,0.594406,0.295668,0.754085,0.369307,0.280768,0.838423,0.891699,0.254903,0.41202,0.40225,0.218217,0
0.830146,0.864471,0.96869,0.560689,0.696751,0.337537,0.1251,0.12488,0.664551,0.900614,0.280894,0.103503,0.803755,0.089972,4
0.347278,0.617536,0.79167,0.357892,0.141155,0.8214,0.6519,0.578504,0.462645,0.818201,0.486225,0.51099,0.30485,0.507104,3
0.394266,0.677601,0.827048,0.728771,0.291336,0.790286,0.332101,0.203948,0.316393,0.878937,0.159398,0.462016,0.349564,0.1536,0
0.493241,0.683601,0.7844,0.58966,0.334657,0.711957,0.335885,0.260921,0.798082,0.827139,0.266853,0.361471,0.446457,0.202924,0
0.403561,0.598289,0.809831,0.688561,0.287004,0.782999,0.34817,0.229336,0.652794,0.782817,0.188995,0.451395,0.358506,0.177294,0
0.561523,0.807697,0.969504,0.568931,0.392419,0.660134,0.295888,0.242726,0.779987,0.924741,0.274024,0.308225,0.515437,0.184694,4
0.522987,0.763224,0.893919,0.484016,0.322383,0.691276,0.381918,0.338072,0.533666,0.81919,0.352915,0.339161,0.476293,0.271302,0
0.292913,0.476537,0.800278,0.43981,0.127437,0.856191,0.636763,0.522849,0.54043,0.762622,0.400482,0.573923,0.254147,0.451616,2
0.460111,0.616026,0.946592,0.576174,0.299639,0.745529,0.37158,0.290018,0.454543,0.807953,0.269322,0.401144,0.413617,0.22876,0
0.541901,0.768861,0.849723,0.533467,0.359206,0.672398,0.333332,0.28313,0.554962,0.776522,0.310786,0.320051,0.495435,0.223653,0
0.750683,0.822541,0.981025,0.464286,0.545126,0.452293,0.227618,0.239786,0.699191,0.865402,0.366414,0.158705,0.715653,0.183842,4
0.88234,0.822497,0.970816,0.461788,0.703971,0.250795,0.148432,0.182248,0.723868,0.857367,0.369337,0.069945,0.86291,0.13644,4
0.440289,0.72929,0.856311,0.614136,0.294946,0.757372,0.36362,0.268916,0.59299,0.884458,0.243338,0.416287,0.394162,0.208168,0
0.186165,0.533347,0.909745,0.60015,0.09639,0.918472,0.622484,0.433985,0.559734,0.92313,0.251689,0.716121,0.157804,0.357389,1
0.096196,0.4187,0.789938,0.6496,0.050903,0.958889,0.690516,0.450254,0.856133,0.890216,0.219188,0.838064,0.079923,0.374302,1
0.490039,0.732379,0.881427,0.538711,0.312996,0.718768,0.371555,0.306286,0.849872,0.836162,0.304508,0.369155,0.443264,0.242268,0
0.533842,0.749709,0.940241,0.46004,0.322744,0.683826,0.389822,0.354639,0.863619,0.924548,0.372684,0.331485,0.487263,0.283012,0
0.274122,0.445175,0.843844,0.537463,0.140433,0.868653,0.575145,0.435455,0.838778,0.784729,0.307618,0.598976,0.236879,0.363772,1
0.417907,0.645542,0.801564,0.256244,0.158123,0.772179,0.675561,0.657156,0.8259,0.765909,0.605722,0.436161,0.372376,0.594372,2
0.507387,0.76004,0.872031,0.622128,0.360289,0.703776,0.304846,0.227164,0.877289,0.872341,0.236229,0.352464,0.460604,0.173039,0
0.214704,0.514402,0.927775,0.681818,0.134657,0.904049,0.529955,0.343651,0.165491,0.899068,0.188084,0.679033,0.183147,0.273828,1
0.925331,0.821808,0.988531,0.5999,0.853791,0.171844,0.055074,0.057614,0.751243,0.863254,0.247726,0.044137,0.912399,0.040099,4
0.15484,0.499413,0.822297,0.744755,0.10722,0.93214,0.550276,0.329773,0.934811,0.889572,0.148607,0.754123,0.130345,0.261597,1
0.306029,0.566408,0.784873,0.281968,0.093141,0.84768,0.776573,0.703392,0.203103,0.91995,0.574719,0.557621,0.266277,0.638548,2
0.427416,0.652367,0.963336,0.344406,0.193863,0.771085,0.580265,0.541015,0.421264,0.90373,0.490613,0.434656,0.381608,0.464521,3
0.839941,0.938345,0.98113,0.564186,0.711552,0.323192,0.117821,0.118154,0.782418,0.944055,0.277359,0.097526,0.814776,0.083794,4
0.292973,0.55435,0.740834,0.187313,0.059567,0.85444,0.904233,0.849591,0.359139,0.74696,0.702008,0.570515,0.2542,0.819493,2
0.202392,0.492793,0.777157,0.658342,0.120578,0.906934,0.559921,0.371234,0.407155,0.791282,0.213067,0.68622,0.172177,0.302643,1
0.332011,0.586747,0.923917,0.314436,0.118412,0.835483,0.711575,0.64211,0.880163,0.947364,0.526987,0.535318,0.290498,0.569483,2
0.452062,0.742345,0.941002,0.631868,0.311913,0.751577,0.342652,0.248017,0.65587,0.922765,0.224909,0.408798,0.405697,0.189224,0
0.838361,0.95245,0.936304,0.406344,0.614801,0.321599,0.207462,0.251217,0.630011,0.973123,0.426134,0.096873,0.812995,0.190542,4
0.510509,0.724546,0.917776,0.568681,0.34296,0.703113,0.335441,0.269431,0.756579,0.851652,0.277108,0.351746,0.463737,0.209555,0
0.895738,0.915356,0.978873,0.4503,0.714079,0.227426,0.147187,0.186171,0.788673,0.933614,0.379807,0.061878,0.878259,0.13769,4
0.209158,0.430497,0.76805,0.594655,0.110469,0.903116,0.600726,0.423699,0.180187,0.744683,0.263497,0.676731,0.178198,0.353861,1
0.558029,0.771039,0.949164,0.477522,0.351986,0.662384,0.357975,0.324948,0.582559,0.900464,0.355725,0.31036,0.511864,0.256929,0
0.410304,0.648305,0.765714,0.116384,0.107581,0.776482,0.846238,0.870267,0.658381,0.846668,0.80647,0.442146,0.365015,0.839083,2
0.785403,0.945599,0.980894,0.354396,0.524188,0.405023,0.275877,0.326945,0.822111,0.973489,0.478541,0.134243,0.753854,0.256462,4
0.594883,0.790663,0.956828,0.623377,0.449458,0.627687,0.239764,0.182694,0.637237,0.856465,0.230713,0.278958,0.549776,0.136825,0
0.484331,0.743858,0.952838,0.297952,0.220578,0.726436,0.56634,0.559575,0.794885,0.946182,0.544547,0.378024,0.437583,0.481927,2
0.536834,0.74895,0.841325,0.602647,0.381588,0.676581,0.293969,0.227629,0.730271,0.755339,0.253164,0.324188,0.490294,0.176608,0
0.05866,0.378185,0.751148,0.743506,0.045848,0.974479,0.663832,0.39438,0.804565,0.860998,0.152951,0.894031,0.048324,0.321916,1
0.16614,0.399723,0.948403,0.752248,0.116606,0.929361,0.532882,0.316777,0.460042,0.819276,0.137475,0.746151,0.14021,0.252124,1
0.448009,0.729812,0.944807,0.562937,0.284477,0.754848,0.390481,0.307964,0.897427,0.90706,0.280309,0.413005,0.40172,0.241609,0
0.368586,0.30311,0.925439,0.420579,0.17509,0.811465,0.572986,0.493722,0.690639,0.684935,0.412378,0.494674,0.325024,0.425122,3
